time,scenario,L_NuevaCharrua500,L_Cumbre500,L_Pichirropulli500,L_Polpaico500,L_Ancud500,L_AltoJahuel500,L_NuevaCardones500,L_Ancoa500,L_RioMalleco500,L_NuevaPandeAzucar500,L_NuevaMaitencillo500,L_NuevaPuertoMontt500,L_Parinas500,L_NuevaZaldivar220,L_Kimal500,L_LosChangos500,L_Lagunas220,L_Kimal220,L_LosChangos220,L_Parinacota220,L_NuevaPozoAlmonte220,L_Quillota500,L_Rapel500,L_Concepcion500,L_Mulchen500,L_Candelaria500
2024-11-14-11:00,demanda_2024,0,38.93057245,120.0950782,1875.044766,0,1581.610661,246.5416147,586.649444,0,343.855252,142.96471,307.5738174,1.846612689,1216.743779,0,0,365.8412748,547.1187108,0,46.51700301,56.28891105,738.7371935,0,609.6773002,239.8161743,0
2024-11-14-12:00,demanda_2024,0,37.40606092,120.9303424,1899.189642,0,1634.797644,248.9896307,581.7534697,0,351.9232714,148.5485765,311.9085224,1.88871734,1227.281104,0,0,370.0393392,550.2805968,0,47.57370202,57.83627219,743.4428127,0,624.0445819,241.8768441,0
2024-11-14-13:00,demanda_2024,0,38.83970749,120.262131,1935.526607,0,1662.674364,253.5136604,586.3406888,0,364.2638151,147.5292993,307.6417595,1.88871734,1225.419087,0,0,367.1651457,564.1882112,0,47.22888445,57.63190374,755.8823086,0,621.4979792,239.3124551,0
2024-11-14-14:00,demanda_2024,0,39.88465416,120.0155292,1939.570694,0,1675.446154,251.4856471,607.4830637,0,359.4105593,148.4303994,306.5139209,1.91960423,1221.652734,0,0,361.8696623,546.0225902,0,48.14098255,60.05512968,755.7021892,0,627.4241853,241.728018,0
2024-11-14-15:00,demanda_2024,0,40.30869045,117.4301877,1927.76148,0,1652.227075,249.4336336,612.1290932,0,340.9723351,148.4303994,300.3447796,1.91960423,1185.470349,0,0,362.2180493,533.6748397,0,47.40685482,64.93077706,728.4703878,0,614.2151716,233.8745763,0
2024-11-14-16:00,demanda_2024,0,40.25820994,116.3801413,1884.580677,0,1615.078279,248.7616292,607.1302007,0,326.2881251,148.4303994,298.0619256,1.919461761,1199.012294,0,0,365.4928878,543.5586613,0,46.87294373,65.57307792,701.8014595,0,605.5440293,227.7612558,0
2024-11-14-17:00,demanda_2024,0,41.04065793,116.483555,1835.285882,0,1572.096629,251.3296461,584.3558345,0,328.6940126,151.5030033,299.6517703,1.919461761,1242.134926,0,0,366.189662,556.6184218,0,45.70501324,65.54388242,678.3971953,0,597.547221,218.6370678,0
2024-11-14-18:00,demanda_2024,0,42.93872524,115.9744416,1788.922452,0,1525.857222,252.697655,564.022104,0,332.5102479,156.555073,296.934087,1.914671099,1299.476601,0,0,372.3386941,584.0401714,0,43.98092537,66.65331116,678.5998296,0,591.5654814,213.187741,0
2024-11-14-19:00,demanda_2024,0,43.47886676,114.6777934,1764.96901,0,1493.374708,257.281685,562.1254652,0,332.9250561,159.0515635,297.8173341,1.914671099,1336.378401,0,0,374.3419198,573.1117563,0,44.47034386,68.28825879,677.901867,0,589.6376795,218.6256196,0
2024-11-14-20:00,demanda_2024,0,45.96755608,119.2916336,1815.161162,0,1533.962728,273.3497903,558.56743,0,372.1244305,163.2173052,303.714707,1.937666068,1372.772379,0,0,400.2444993,580.5175961,0,51.91172956,72.37562783,727.4459588,0,609.9946339,231.8368028,0
2024-11-14-21:00,demanda_2024,0,45.77573013,129.2750292,1897.359036,0,1616.849737,283.8018588,577.5632216,0,390.230808,167.9148438,326.5160706,1.937666068,1397.44411,0,0,401.7599831,597.2076702,0,52.06745363,71.38298109,760.1151145,0,664.0603568,260.7090766,0
2024-11-14-22:00,demanda_2024,0,45.6343847,125.6316864,1836.566111,0,1545.663,285.2058679,552.3629222,0,357.8342881,165.4331253,320.890466,1.986521085,1384.156077,0,0,391.2386933,599.7090734,0,49.54249914,69.36849204,722.3575858,0,639.9826651,247.39486,0
2024-11-14-23:00,demanda_2024,0,45.60409641,114.6221091,1737.74919,0,1443.981239,285.4338695,513.195129,0,326.5992312,166.496719,300.9154931,1.986521085,1391.646465,0,0,378.3657904,606.2857964,0,46.02758451,67.58756695,683.5080833,0,596.0160861,221.6479354,0
2024-11-15-00:00,demanda_2024,0,46.82067676,108.3536504,1690.249109,0,1376.778124,290.2219007,492.3762118,0,311.4172512,170.367018,291.2133634,1.968817254,1423.08917,0,0,393.8864351,633.1829072,0,45.04874754,69.42688303,663.0532742,0,576.2382655,205.5747108,0
2024-11-15-01:00,demanda_2024,0,46.5379859,101.3056118,1599.053739,0,1267.708083,283.6818579,460.368597,0,286.6739425,169.1409309,276.8096415,1.968817254,1394.058624,0,0,386.9361127,635.1877771,0,42.57940879,67.73354441,636.0916519,0,545.4648335,186.8913045,0
2024-11-15-02:00,demanda_2024,0,46.19976647,96.51676384,1520.11028,0,1194.516572,279.2778291,441.9020999,0,274.3333988,164.5467973,267.7461673,1.956544166,1411.409242,0,0,378.7838551,618.4508602,0,40.08782374,64.20088973,604.6045297,0,515.2626021,172.4437194,0
2024-11-15-03:00,demanda_2024,0,46.49255344,94.17802416,1466.232984,0,1140.370408,278.1138214,426.3026147,0,273.8978502,161.1196623,259.063169,1.956544166,1410.8591,0,0,371.258694,616.5256229,0,37.98554885,60.52225758,597.3434665,0,493.0968458,165.5175792,0
2024-11-15-04:00,demanda_2024,0,46.78534041,93.85187339,1418.780761,0,1131.469904,276.1218084,419.6276228,0,313.4498115,163.5422922,255.1089396,1.955236001,1372.222238,0,0,362.5664362,615.7855074,0,36.26146098,59.00409192,584.0258886,0,487.7101069,160.2056303,0
2024-11-15-05:00,demanda_2024,0,47.13870401,95.98378574,1414.44952,0,1137.829875,271.8497805,421.7742061,0,330.4154666,162.079851,251.3857133,1.955236001,1345.011391,0,0,356.0167591,604.9133036,0,36.17247579,58.62455051,581.5492468,0,483.5927026,159.976667,0
2024-11-15-06:00,demanda_2024,0,45.82621065,98.25888625,1399.720905,0,1154.300126,261.709714,423.4797106,0,338.2968222,155.8755549,255.0274091,1.97158173,1318.51996,0,0,357.6541785,594.7577941,0,37.30703685,58.2450091,585.2416945,0,480.9270997,161.2474134,0
2024-11-15-07:00,demanda_2024,0,42.26733443,99.69076769,1440.43697,0,1203.062782,247.5736214,447.3126659,0,347.5885258,144.1612528,263.4114624,1.97158173,1263.082622,0,0,340.7225663,554.2669154,0,37.5517461,54.74154991,586.6376198,0,504.9333914,172.0773781,0
2024-11-15-08:00,demanda_2024,0,41.54041501,108.8945834,1575.267805,0,1318.345894,243.5295949,505.8291138,0,369.7392833,146.6429712,278.2907789,1.939475284,1222.329831,0,0,335.7754697,539.5114471,0,39.75412931,53.34016623,633.0071072,0,550.1058384,201.6594382,0
2024-11-15-09:00,demanda_2024,0,41.96949936,116.9131194,1714.549528,0,1449.684474,243.9255976,551.4954674,0,400.9535998,146.391845,301.6356792,1.939475284,1231.555282,0,0,350.547082,549.568587,0,44.10328,55.61741471,688.1123854,0,593.2394165,223.1819896,0
2024-11-15-10:00,demanda_2024,0,41.58584747,122.3065395,1806.055983,0,1553.25003,253.1296578,577.2691691,0,420.1592192,143.9396707,313.3081294,1.846612689,1207.433692,0,0,360.4412752,553.7563294,0,46.62823449,57.31075331,734.391813,0,620.6649783,237.0457182,0
2024-11-15-11:00,demanda_2024,0,40.77311119,124.7566478,1880.057998,0,1632.222548,256.4536796,600.7345588,0,438.92929,144.6191889,314.6669711,1.846612689,1233.205706,0,0,370.0567586,548.7769443,0,47.70717979,57.8070767,752.0885438,0,630.4943885,245.7005315,0
2024-11-15-12:00,demanda_2024,0,39.66758794,119.4268669,1935.466784,0,1663.12371,261.4697125,599.4260251,0,444.5706814,150.4098654,312.9684189,1.88871734,1250.894871,0,0,372.878694,548.3038325,0,48.73050937,60.20110715,763.9764241,0,635.1591934,245.0365378,0
2024-11-15-13:00,demanda_2024,0,42.28752661,121.964479,1983.720644,0,1704.143793,257.7976884,606.3950694,0,451.8090844,152.9949888,308.1309425,1.88871734,1253.222393,0,0,370.2832103,554.5573405,0,48.69713993,58.6829415,779.2077706,0,634.8497931,244.9335044,0
2024-11-15-14:00,demanda_2024,0,41.37887736,122.2429003,1988.81763,0,1724.243375,256.6216807,620.9359657,0,433.8064088,150.8382572,307.5602289,1.91960423,1223.55707,0,0,367.3045006,540.7059374,0,48.64152419,60.34708462,765.5749837,0,635.5399938,247.39486,0
2024-11-15-15:00,demanda_2024,0,40.45508394,120.3098604,1964.959906,0,1706.399163,263.9657287,605.4688041,0,424.2865608,147.8099699,298.7277579,1.91960423,1189.025109,0,0,364.221275,539.5020785,0,48.31895292,59.70478377,750.535014,0,619.3163103,240.9037501,0
2024-11-15-16:00,demanda_2024,0,39.88465416,120.4689583,1917.711086,0,1684.009646,265.057736,601.9842819,0,411.9874978,113.686341,295.9285441,1.919461761,1219.790716,0,0,364.4999847,546.5706505,0,47.78504183,59.32524235,731.9602012,0,594.6832847,233.9661617,0
2024-11-15-17:00,demanda_2024,0,41.78776953,119.9598449,1876.097664,0,1635.609923,266.8097475,591.6630391,0,394.9181407,107.9252088,291.1725982,1.919461761,1238.410891,0,0,358.5425656,557.5459084,0,46.71721967,58.15742262,715.2878995,0,590.2723468,225.7349306,0
2024-11-15-18:00,demanda_2024,0,43.95338357,117.3506388,1829.650481,0,1594.321961,268.8497609,565.8158241,0,393.466312,139.1978159,286.6884206,1.914671099,1282.549169,0,0,369.8651456,564.7643771,0,44.17001888,56.61006148,708.7810862,0,592.0573486,217.9845224,0
2024-11-15-19:00,demanda_2024,0,44.90241723,117.6211053,1798.733552,0,1545.602511,272.9897879,562.684165,0,406.3668468,153.7188233,284.2289171,1.914671099,1319.070102,0,0,370.9625651,573.158599,0,43.62498465,60.60984406,713.1940115,0,601.7598254,220.5947041,0
2024-11-15-20:00,demanda_2024,0,46.55313006,117.1279017,1812.899824,0,1563.161561,282.613851,572.0497372,0,448.7809846,156.5403008,291.7025464,1.937666068,1355.506399,0,0,395.0709511,590.1203612,0,51.86723697,67.23722103,746.662447,0,635.4765271,232.191696,0
2024-11-15-21:00,demanda_2024,0,47.04279104,128.7738707,1884.796041,0,1641.848917,289.813898,589.9134267,0,472.7568981,160.3515113,314.5854405,1.937666068,1415.133277,0,0,396.0986929,608.965202,0,52.623611,67.3831985,792.1651097,0,662.2912216,257.7554499,0
2024-11-15-22:00,demanda_2024,0,46.42188071,126.1328449,1843.517634,0,1571.569511,284.4498629,565.7570137,0,454.4016356,160.5435491,311.4193394,1.986521085,1411.239967,0,0,388.0335321,612.9280993,0,50.04304077,62.56594211,763.8075621,0,637.3249956,247.3719636,0
2024-11-15-23:00,demanda_2024,0,46.25024698,117.796113,1780.379616,0,1493.227806,287.6778841,531.896868,0,425.0332155,157.4118567,299.3256483,1.986521085,1417.037613,0,0,376.8154681,619.448611,0,46.36127894,61.74846829,721.4007015,0,602.6245596,227.5666371,0
2024-11-16-00:00,demanda_2024,0,49.62739336,112.5061066,1787.05595,0,1480.758462,301.0339715,520.7816835,0,418.9977562,166.3342255,295.045297,1.970093846,1500.405213,0,0,387.6328869,662.5673682,0,45.82736787,66.33216074,727.3446415,0,601.2124248,216.2672975,0
2024-11-16-01:00,demanda_2024,0,49.18316485,103.2545615,1679.6603,0,1365.587687,288.9618925,489.4062815,0,386.0827261,163.3354823,277.1493519,1.970093846,1483.731692,0,0,372.5128875,657.1523456,0,41.67843383,66.44894271,692.6378852,0,566.099455,195.7865291,0
2024-11-16-02:00,demanda_2024,0,49.67787388,97.16906538,1593.64567,0,1272.218823,283.9698598,467.8522332,0,369.8637258,156.555073,265.8709658,1.948067349,1475.733481,0,0,374.2722424,651.3485281,0,39.18684879,66.27376975,659.0681325,0,536.6905577,180.4230909,0
2024-11-16-03:00,demanda_2024,0,48.83989736,94.37689657,1543.405659,0,1225.158495,282.0378471,452.1792348,0,362.2105146,159.435639,257.1064369,1.948067349,1455.886068,0,0,375.0909519,655.5409548,0,37.19580537,65.36870946,640.1781107,0,515.4530024,172.5925455,0
2024-11-16-04:00,demanda_2024,0,48.44614932,96.81904992,1534.767106,0,1204.989784,285.6858711,448.7241179,0,354.536563,163.7047857,256.0193635,1.904878168,1444.290778,0,0,375.5961133,657.1289242,0,36.23921468,67.23722103,634.3467452,0,510.7643975,168.8489954,0
2024-11-16-05:00,demanda_2024,0,48.91057006,98.60890172,1534.32441,0,1192.641417,282.781852,450.1208673,0,356.6520848,158.1947799,251.6303048,1.904878168,1448.818865,0,0,374.0283713,651.5031091,0,36.47280078,69.04734161,631.9151333,0,512.9539997,170.554772,0
2024-11-16-06:00,demanda_2024,0,48.8651376,97.49521616,1537.088268,0,1182.254617,279.7458321,450.2678935,0,372.352575,159.6719932,248.4642038,1.773250239,1473.279004,0,0,380.0380485,650.6458867,0,36.8064952,68.78458217,617.2466599,0,505.1634583,167.715627,0
2024-11-16-07:00,demanda_2024,0,48.20384286,98.36229992,1577.864157,0,1217.917116,277.0218143,471.4837816,0,381.1465086,164.3547596,260.2453612,1.773250239,1459.864014,0,0,378.6096615,661.9818338,0,39.13123305,66.68250666,623.9110776,0,509.455396,170.3258087,0
2024-11-16-08:00,demanda_2024,0,47.98677664,111.6947071,1739.615693,0,1382.429512,288.6498905,538.2336995,0,423.0213958,174.4145826,287.1096615,1.657075626,1496.596541,0,0,399.3386928,692.4764682,0,43.5916152,71.12022164,692.2776464,0,577.7694005,197.503754,0
2024-11-16-09:00,demanda_2024,0,50.21801537,123.0622547,1893.063688,0,1540.642425,299.4499612,608.0123582,0,461.6400386,176.1576943,310.1012629,1.657075626,1512.296733,0,0,423.6909499,715.7432653,0,46.87294373,73.95218451,766.7682747,0,636.9441952,225.4372782,0
2024-11-16-10:00,demanda_2024,0,47.30528972,128.6943218,1971.552487,0,1638.072683,298.045952,638.6232237,0,479.2693868,179.1712097,323.7712104,1.704581767,1535.698907,0,0,436.2851429,724.9103927,0,49.44239081,73.98137997,802.1504788,0,667.7890273,243.0331088,0
2024-11-16-11:00,demanda_2024,0,46.41178463,129.60118,2027.55951,0,1681.011127,297.8059505,645.2247023,0,490.0751402,178.0632997,325.7822961,1.704581767,1546.151597,0,0,436.6161106,728.8405,0,51.34444904,73.57264311,815.6144037,0,676.6981699,248.6999509,0
2024-11-16-12:00,demanda_2024,0,47.98677664,128.9647882,2014.07523,0,1722.921261,302.3059799,642.0930432,0,498.3713041,178.9939441,326.9508999,1.736278721,1545.855366,0,0,436.337401,735.2766948,0,53.01292117,74.41931237,827.9300675,0,669.2963622,250.5202093,0
2024-11-16-13:00,demanda_2024,0,47.79999875,131.3910317,2028.337219,0,1756.838224,303.2779863,651.6938574,0,501.4201444,180.0279935,321.0263502,1.736278721,1537.43397,0,0,432.6270786,724.7230218,0,53.06853691,72.55080083,824.800493,0,670.5180968,251.2299955,0
2024-11-16-14:00,demanda_2024,0,48.34518829,129.8716465,2015.941731,0,1748.40435,300.6979695,635.3739435,0,488.8307157,178.107616,318.1591942,1.716410473,1489.952524,0,0,433.585143,721.2379207,0,53.09078321,72.5216053,823.4495975,0,662.4974885,247.5894788,0
2024-11-16-15:00,demanda_2024,0,48.64302332,124.7725576,2009.325222,0,1699.442945,305.9060035,613.5405453,0,471.2843291,182.0222315,309.3946653,1.716410473,1556.77356,0,0,428.0632077,721.2847634,0,53.56907855,73.30988364,806.0793332,0,646.6387387,240.0565858,0
2024-11-16-16:00,demanda_2024,0,47.13870401,125.8703333,1975.08209,0,1657.45504,299.401961,604.8071859,0,458.3008326,176.881529,302.3830421,1.696745202,1547.717383,0,0,439.1419171,719.0550482,0,53.26875357,73.80620704,798.5818632,0,627.0671849,233.4509942,0
2024-11-16-17:00,demanda_2024,0,46.70961966,121.2405833,1909.431475,0,1581.558814,297.1819463,590.7955842,0,457.8030628,179.0234884,294.3386993,1.696745202,1537.984111,0,0,424.335466,720.5071737,0,51.41118793,72.49240983,774.3783192,0,614.8815723,226.456165,0
2024-11-16-18:00,demanda_2024,0,46.28053527,119.1325357,1841.411836,0,1529.996387,291.7939111,575.9900407,0,454.5053377,155.7721499,286.9737773,1.814755466,1526.812006,0,0,412.7690149,712.6375906,0,48.65264733,71.52895856,752.7189616,0,598.1898216,219.3697504,0
2024-11-16-19:00,demanda_2024,0,47.01250274,118.8382045,1803.974116,0,1502.577655,287.2818815,562.1695731,0,453.9868274,179.643918,284.6773349,1.814755466,1547.209561,0,0,404.0070797,705.59244,0,47.69605664,71.32459009,731.7463094,0,591.0101475,219.8162289,0
2024-11-16-20:00,demanda_2024,0,48.14326624,117.0324429,1792.368302,0,1510.389358,296.0419389,561.4344418,0,490.3032847,179.3780196,291.5666623,1.887239119,1560.582232,0,0,428.8122399,705.8547595,0,55.64910714,74.97402678,768.7045582,0,602.8466931,226.5134059,0
2024-11-16-21:00,demanda_2024,0,48.62787919,127.898832,1820.557267,0,1565.261388,299.1499592,581.2241753,0,511.8940512,183.410812,306.2149757,1.887239119,1563.163665,0,0,429.9096594,718.6709376,0,55.68247659,76.75495185,812.5186016,0,641.0060662,254.8247195,0
2024-11-16-22:00,demanda_2024,0,49.70816217,125.5998668,1745.035727,0,1502.396188,299.9779647,551.4366568,0,495.3017235,178.9939441,296.8117912,1.905705617,1578.017487,0,0,425.5374014,724.6152834,0,53.60244799,75.96667351,783.6094384,0,617.8089754,245.322742,0
2024-11-16-23:00,demanda_2024,0,49.24374147,116.9051645,1669.418469,0,1429.472556,301.3819739,513.8273419,0,467.7169787,171.6374215,278.4674283,1.905705617,1584.576866,0,0,416.5664341,728.8217629,0,50.68818334,75.26598171,738.1518055,0,580.61747,226.5019577,0
2024-11-17-00:00,demanda_2024,0,48.47643765,104.9807741,1567.921444,0,1301.763306,294.2539273,465.191058,0,427.1902181,171.2238018,253.6957443,1.970093846,1536.545279,0,0,401.115467,712.2394272,0,47.37348537,71.41217656,689.2606465,0,528.1146155,199.2667716,0
2024-11-17-01:00,demanda_2024,0,48.17355457,96.28607182,1466.90301,0,1199.684047,290.4259021,436.9326126,0,397.4899515,162.7150528,235.4465003,1.970093846,1502.182593,0,0,385.1941773,704.3651598,0,44.18114203,68.90136415,645.3678009,0,489.9393758,178.3509729,0
2024-11-17-02:00,demanda_2024,0,49.20840509,90.7415087,1379.955129,0,1126.829546,286.7298779,415.6285089,0,380.4413347,165.0195056,223.0674525,1.948067349,1528.208519,0,0,372.7915972,706.9508799,0,41.01104497,67.85032639,616.1321712,0,468.2099532,164.0751103,0
2024-11-17-03:00,demanda_2024,0,49.9353245,88.06866336,1323.23022,0,1075.414022,285.7938718,402.8666302,0,371.1081503,167.7228061,214.7241645,1.948067349,1530.662996,0,0,375.3174035,709.6677598,0,38.47496733,67.20802554,595.6886196,0,451.4785358,157.9388935,0
2024-11-17-04:00,demanda_2024,0,49.86465177,89.26985278,1303.320866,0,1041.44521,284.6898646,393.3099239,0,364.4297385,173.026002,209.4654471,1.904878168,1519.53321,0,0,370.4225649,707.1195139,0,36.50617023,66.97446159,586.2886385,0,442.9898604,155.5691232,0
2024-11-17-05:00,demanda_2024,0,50.0514297,89.91419943,1311.205641,0,1017.422495,284.5818639,386.5761216,0,360.2609161,171.5487887,206.95159,1.904878168,1500.616806,0,0,366.4857909,700.4631582,0,35.27150084,67.00365708,581.796911,0,439.8244571,154.8707851,0
2024-11-17-06:00,demanda_2024,0,49.7384505,87.4640912,1313.478945,0,979.2626703,279.1098281,379.1365934,0,354.7854479,165.8615172,203.500132,1.773250239,1483.900967,0,0,371.2064359,708.5247966,0,35.51621009,65.51468693,569.864001,0,425.9807761,146.8799655,0
2024-11-17-07:00,demanda_2024,0,49.1882129,85.06966724,1298.511034,0,969.8523334,271.7057794,369.3740502,0,346.5929861,171.3862952,198.6218903,1.773250239,1488.682966,0,0,361.6432106,710.9278299,0,35.57182583,64.20088973,571.9466314,0,426.9169103,143.3424823,0
2024-11-17-08:00,demanda_2024,0,51.32353862,92.57908989,1382.036996,0,1075.664618,282.3978496,408.6447619,0,381.6027976,171.6226493,216.0286525,1.657075626,1499.516523,0,0,380.3341775,724.0016433,0,40.38814871,67.96710836,628.7968163,0,478.1583636,161.0070019,0
2024-11-17-09:00,demanda_2024,0,49.49109599,104.9409996,1477.862727,0,1190.852675,292.2739142,445.6806745,0,419.0392372,174.8429745,235.1883204,1.657075626,1542.342924,0,0,404.9303056,738.4713707,0,45.27121048,69.63125148,688.3262771,0,527.1784812,183.2278915,0
2024-11-17-10:00,demanda_2024,0,50.3290725,112.2038205,1573.879893,0,1281.905681,298.2019531,472.7776125,0,442.1440535,176.6599469,249.9996948,1.704581767,1577.763575,0,0,420.4161113,736.368131,0,48.28558347,70.4195298,727.9975744,0,558.3723802,201.3617858,0
2024-11-17-11:00,demanda_2024,0,48.67331165,114.5664249,1623.067005,0,1336.665375,300.1579658,493.4495034,0,448.9883887,175.8031632,260.041535,1.704581767,1589.82437,0,0,419.5974016,730.0818331,0,49.89843986,70.71148473,747.7544209,0,574.4532636,211.6307905,0
2024-11-17-12:00,demanda_2024,0,48.71369606,115.4494184,1664.130048,0,1383.414616,302.785983,519.899526,0,462.6148378,181.194992,270.1105519,1.736278721,1582.249345,0,0,412.3509503,722.3153041,0,50.45459724,71.73332703,753.4281819,0,579.6575357,218.3966564,0
2024-11-17-13:00,demanda_2024,0,50.43508159,114.7175679,1726.55018,0,1439.824791,304.7059956,528.8240194,0,472.0724646,180.323436,275.0567357,1.736278721,1586.142653,0,0,422.5761113,733.8105165,0,51.01075461,72.2588459,768.5694686,0,593.8582171,221.5449019,0
2024-11-17-14:00,demanda_2024,0,50.50070627,111.3367367,1745.957014,0,1462.09333,303.5059878,523.5604797,0,464.4814747,178.3144259,275.3285041,1.716410473,1579.329363,0,0,422.2625628,722.6385191,0,51.44455737,72.75516923,769.4588082,0,584.0208736,219.3125097,0
2024-11-17-15:00,demanda_2024,0,50.07162188,109.8332612,1747.787621,0,1444.024445,303.1579855,513.8714497,0,456.1853109,179.3632474,271.3470978,1.716410473,1587.877715,0,0,418.3257888,708.4030054,0,50.77716852,70.71148473,750.4674693,0,564.59212,212.8213997,0
2024-11-17-16:00,demanda_2024,0,50.23820759,110.7798939,1730.187465,0,1422.741011,303.685989,508.725531,0,449.7765242,174.6213925,270.8850917,1.696745202,1588.34322,0,0,416.5315953,717.9823491,0,49.67597691,71.14941713,735.2473802,0,549.5981045,208.4710968,0
2024-11-17-17:00,demanda_2024,0,50.01104525,110.5253373,1701.149003,0,1409.701343,301.8259768,506.4613267,0,442.1440535,175.5077206,270.3007898,1.696745202,1564.348585,0,0,414.9638534,713.57913,0,48.24109088,71.00343966,723.044291,0,548.4477699,205.6777443,0
2024-11-17-18:00,demanda_2024,0,49.8091232,110.7082999,1676.48964,0,1379.20632,293.761924,498.448396,0,435.2374971,170.0863474,263.5065813,1.814755466,1572.304478,0,0,406.4109507,722.5495178,0,46.57261875,69.5728605,735.4387571,0,549.8202381,203.3537666,0
2024-11-17-19:00,demanda_2024,0,50.14734267,112.3629184,1671.045676,0,1364.084107,291.8179112,502.4622127,0,435.3204587,171.8590035,264.8382461,1.814755466,1592.828988,0,0,399.5999832,728.6203391,0,45.84961416,70.03998839,735.9453428,0,559.6258482,208.9862641,0
2024-11-17-20:00,demanda_2024,0,52.46439826,115.2903205,1710.696877,0,1421.833679,300.9259708,521.9872988,0,478.8960595,174.0452792,269.3088353,1.887239119,1609.46019,0,0,424.8928853,734.3211025,0,53.96951186,75.55793665,764.730674,0,583.5448731,220.2054665,0
2024-11-17-21:00,demanda_2024,0,52.16656323,124.1679854,1801.964036,0,1524.872117,310.7780354,552.215896,0,490.3032847,175.5668091,296.7574375,1.887239119,1585.127007,0,0,426.1993368,737.7406237,0,55.09294976,75.58713211,794.5854641,0,641.5852001,255.1109236,0
2024-11-17-22:00,demanda_2024,0,50.93483867,118.5836478,1766.584252,0,1474.173818,309.6740282,530.6912528,0,467.5925361,177.1031109,296.9748522,1.905705617,1581.656884,0,0,421.4090146,729.4166659,0,53.1352758,74.62368084,765.5299538,0,634.7704597,246.0210801,0
2024-11-17-23:00,demanda_2024,0,52.19180347,109.6502986,1682.591666,0,1376.622582,308.894023,487.6419666,0,452.804624,175.9361124,280.4649256,1.905705617,1574.081859,0,0,417.1238534,726.5733106,0,49.94293246,72.4632143,716.4924479,0,586.1470091,218.7286532,0
2024-11-18-00:00,demanda_2024,0,50.68748416,97.61453961,1542.101502,0,1248.265237,298.3339539,443.1371204,0,417.8362933,168.1511979,253.9131589,1.968817254,1543.697119,0,0,401.3244992,717.7293982,0,46.45026413,69.5728605,664.7193786,0,542.0772966,191.7453267,0
2024-11-18-01:00,demanda_2024,0,49.95551669,89.50849969,1446.658643,0,1140.517309,292.5619161,411.776421,0,392.8026189,168.7273112,240.0122084,1.968817254,1521.818414,0,0,386.552887,712.3237441,0,43.54712261,68.11308583,624.2488015,0,511.7163985,173.1306093,0
2024-11-18-02:00,demanda_2024,0,50.26344782,85.02989275,1388.593682,0,1078.913734,289.9578991,402.8666302,0,375.2147514,168.6682226,233.0549389,1.956544166,1504.806345,0,0,376.2406294,704.8335874,0,41.07778386,66.9160706,602.1729179,0,490.8913768,163.0676717,0
2024-11-18-03:00,demanda_2024,0,49.20335703,84.44918527,1351.179891,0,1041.194614,289.1418938,393.9862447,0,371.1496311,183.3369514,231.4379173,1.956544166,1485.636028,0,0,373.7322422,729.2808219,0,39.47605061,66.36135623,592.998086,0,471.7244236,158.7173687,0
2024-11-18-04:00,demanda_2024,0,47.79999875,86.4299546,1351.132031,0,1041.972327,290.8579049,392.2807401,0,368.4326375,172.7157873,232.9734085,1.955236001,1488.471373,0,0,373.3315972,724.2639627,0,38.24138124,67.29561202,587.9660004,0,470.3995556,158.9692284,0
2024-11-18-05:00,demanda_2024,0,46.81562874,90.58241077,1396.610069,0,1075.647335,290.6659036,404.8808898,0,371.1703716,172.6566987,236.0443906,1.955236001,1481.065622,0,0,364.1167588,711.4805745,0,37.77420904,68.40504076,597.501071,0,477.7458298,162.6440896,0
2024-11-18-06:00,demanda_2024,0,47.39615464,96.64404219,1490.126601,0,1134.122773,288.2298877,426.6113697,0,381.7064997,175.8031632,246.2085264,1.97158173,1457.451855,0,0,370.8232102,715.8884779,0,38.2080118,67.49998047,623.7647307,0,491.6133108,175.4316906,0
2024-11-18-07:00,demanda_2024,0,47.30528972,107.6854391,1630.461225,0,1275.459297,287.3298819,474.6301433,0,395.8929399,172.686243,269.8795488,1.97158173,1476.029711,0,0,358.1767591,729.9038306,0,37.18468222,66.68250666,660.4528004,0,541.2046291,200.8008258,0
2024-11-18-08:00,demanda_2024,0,48.98629085,121.5826439,1842.24937,0,1494.774593,300.1819659,569.9178565,0,445.918808,179.4223359,303.3070545,1.939475284,1512.212097,0,0,379.5328873,731.7869094,0,43.29129023,70.62389825,748.6212454,0,624.0842486,242.5866304,0
2024-11-18-09:00,demanda_2024,0,47.2548092,130.8819184,2052.81711,0,1668.740532,309.8900296,634.5652992,0,484.6618933,183.2778629,330.5518305,1.939475284,1543.993349,0,0,400.5406284,735.0752709,0,49.16431213,73.16390617,817.4268552,0,695.1114556,268.3678995,0
2024-11-18-10:00,demanda_2024,0,45.69496133,134.9786903,2150.964003,0,1778.225354,310.4660334,662.3679632,0,506.5637659,191.801384,341.7894513,1.846612689,1558.297028,0,0,409.1980472,722.0576689,0,52.4567638,73.54344757,841.7767463,0,723.3224183,278.4651816,0
2024-11-18-11:00,demanda_2024,0,45.25073281,136.856046,2220.156186,0,1844.486572,306.5180075,679.2906847,0,521.1650143,192.4365858,343.0667624,1.846612689,1557.577613,0,0,406.6548215,721.4018703,0,53.89164983,72.6383873,853.8222309,0,733.4136288,282.9414143,0
